0x1FC1D2E30000	"FRRECSPN"
0x1FC1D2E365D7	"重新设置"
0x1FC1D2E365D8	"重新设置保养主要项目"
0x1FC1D2E365D9	"按下[确定]键重新设置"
0x1FC1D2E365DA	"该车下面的里程表数值正确吗？"
0x1FC1D2E365DB	"输入正确的里程表数值"
0x1FC1D2E365DC	"完成"
0x1FC1D2E365DD	"该测试失败。\n\n检查系统是否正常，并再次尝试。"
0x1FC1D2E365DE	"请稍候。"
0x1FC1D2E365DF	"发动机机油寿命重新设置失败。"
0x1FC1D2E365E0	"深圳富士伟业本田智能诊断程序不支持本车的保养主要项目重新设置。"
0x1FC1D2E365E1	"自动变速箱油重新设置失败。"
0x1FC1D2E365E2	"深圳富士伟业本田智能诊断程序不支持本车的保养主要项目重新设置。"
0x1FC1D2E365E3	"重新设置保养主要项目的操作已经完成。"
0x1FC1D2E365E4	"请稍候。"
0x1FC1D2E365E5	"5秒                   "
0x1FC1D2E365E6	"请返回到调整菜单，然后打开点火开关。"
0x1FC1D2E365E7	"仪表控制模块的保养显示被重新设置。"
0x1FC1D2E365E8	"该机油寿命将100%指示。"
0x1FC1D2E365E9	"当仅ATF被重新设置时，副项3将被清除。"
0x1FC1D2E365EA	"如要仅重新设置ATF，选择[YES]。如果一同更换了机油，则首先重新设置机油寿命。"
0x1FC1D2E365EB	"该功能必须只能在更换了变速箱时才可执行。"
0x1FC1D2E365EC	"是否真的需要执行该功能？"
0x1FC1D2E365ED	"已完成"
0x1FC1D2E365EE	"变速箱油寿命计算已完全初始化。"
0x1FC1D2E365EF	"失效。"
0x1FC1D2E365F0	"检查系统是否正常，并再次尝试。"
0x1FC1D2E365F1	"深圳富士伟业本田智能诊断程序不支持此功能。"
0x1FC1D2E365F2	"CVT油液的剩余距离如下。"
0x1FC1D2E365F3	"CVT油液寿命%d公里"
0x1FC1D2E365F4	"CVT油液寿命%d英里"
0x1FC1D2E365F5	"在油液更换之后，必须复位此数据。"
0x1FC1D2E365F6	"如果必需复位，则选择“复位”按钮，然后继续。"
0x1FC1D2E365F7	"复位"
0x1FC1D2E365F8	"CVT油液维护提示装置"
0x1FC1D2E365F9	"已复位CVT油液的剩余距离。"
0x1FC1D2E365FA	"按下[确定]以结束。"
0x1FC1D2E365FB	"已复位CVT油液的剩余距离。"
0x1FC1D2E365FC	"本车辆不支持此功能。"
0x1FC1D2E365FD	"已失败。\n请检查系统然后再次尝试。"
0x1FC1D2E365FE	"CVT油液寿命超过30000Km"
0x1FC1D2E365FF	"CVT油液寿命超过30000英里"
0x1FC1D2E36600	"CVT油液寿命低于30000Km"
0x1FC1D2E36601	"CVT油液寿命低于30000英里"
0x1FC1D2E36602	"IAT传感器1气缸体加热器信息"
0x1FC1D2E36603	"本模式清除自动链接密码。"
0x1FC1D2E36604	"密码已被清除。"
0x1FC1D2E36605	"再次执行密码清除步骤。"
0x1FC1D2E36606	"储存的DTC存储器清除"
0x1FC1D2E36607	"DTC日志数据A：%d DTC"
0x1FC1D2E36608	"DTC日志数据B：%d DTC"
0x1FC1D2E36609	"储存在HIP装置DTC日志中的DTC数量显示如下。"
0x1FC1D2E3660A	"是否清除HIP装置DTC日志？"
0x1FC1D2E3660B	"储存的DTC存储器清除"
0x1FC1D2E3660C	"全部重新设置"
0x1FC1D2E3660D	"PGM-FI"
0x1FC1D2E3660E	"AT"
0x1FC1D2E3660F	"ABS（防抱死制动系统）/TCS（牵引力控制系统）/VSA（车辆稳定辅助）"
0x1FC1D2E36610	"SH-AWD"
0x1FC1D2E36611	"TPMS"
0x1FC1D2E36612	"ACC（IHCC）/CMBS（CMS）（ACURA）"
0x1FC1D2E36613	"SRS"
0x1FC1D2E36614	"主动减震器系统/自适应减震器系统"
0x1FC1D2E36615	"制动系统"
0x1FC1D2E36616	"车身电气"
0x1FC1D2E36617	"PUH"
0x1FC1D2E36618	"EPS"
0x1FC1D2E36619	"储存的DTC存储器清除"
0x1FC1D2E3661A	"请稍候..."
0x1FC1D2E3661B	"储存的DTC存储器清除"
0x1FC1D2E3661C	"完成"
0x1FC1D2E3661D	"失效"
0x1FC1D2E3661E	"无最新历史数据"
0x1FC1D2E3661F	"安全控制单元记录最近3个触发报警的事件。"
0x1FC1D2E36620	"失败"
0x1FC1D2E36621	"深圳富士伟业本田智能诊断程序不支持该功能。"
0x1FC1D2E36622	" 自动远光灯（远光灯辅助系统）操作"
0x1FC1D2E36623	"自动远光灯（远光灯辅助系统）调整菜单"
0x1FC1D2E36624	" 复位操作"
0x1FC1D2E36625	" 返回操作"
0x1FC1D2E36626	" 自动返回距离"
0x1FC1D2E36627	" 手动返回时间"
0x1FC1D2E36628	" 复位至默认值"
0x1FC1D2E36629	"自动远光灯（远光灯辅助系统）操作"
0x1FC1D2E3662A	"打开"
0x1FC1D2E3662B	"关闭"
0x1FC1D2E3662C	"复位操作"
0x1FC1D2E3662D	"保持最后状态"
0x1FC1D2E3662E	"复位至“ON”（打开）"
0x1FC1D2E3662F	"返回操作"
0x1FC1D2E36630	"自动操作"
0x1FC1D2E36631	"手动"
0x1FC1D2E36632	"自动和手动结合"
0x1FC1D2E36633	"自动返回距离"
0x1FC1D2E36634	"1667m"
0x1FC1D2E36635	"1333m"
0x1FC1D2E36636	"1167m"
0x1FC1D2E36637	"1000m"
0x1FC1D2E36638	"833m"
0x1FC1D2E36639	"667m"
0x1FC1D2E3663A	"500m"
0x1FC1D2E3663B	"20m"
0x1FC1D2E3663C	"手动返回时间"
0x1FC1D2E3663D	"2.5秒"
0x1FC1D2E3663E	"2.0秒"
0x1FC1D2E3663F	"1.5秒"
0x1FC1D2E36640	"1.25秒"
0x1FC1D2E36641	"1.0秒"
0x1FC1D2E36642	"0.75秒"
0x1FC1D2E36643	"0.5秒"
0x1FC1D2E36644	"0.35秒"
0x1FC1D2E36645	"深圳富士伟业本田智能诊断程序将所有项目复位至默认设置。"
0x1FC1D2E36646	"按下[确定]按钮以继续。"
0x1FC1D2E36647	"深圳富士伟业本田智能诊断程序已将所有项目复位至默认设置。"
0x1FC1D2E36648	"深圳富士伟业本田智能诊断程序执行复位失败。"
0x1FC1D2E36649	"深圳富士伟业本田智能诊断程序已正确设定选择的自动远光灯（远光灯辅助系统）设置。"
0x1FC1D2E3664A	"深圳富士伟业本田智能诊断程序未能设定选择的自动远光灯（远光灯辅助系统）设置。"
0x1FC1D2E3664B	"当前设置：%s"
0x1FC1D2E3664C	"自动远光灯（远光灯辅助系统）调整"
0x1FC1D2E3664D	"设置菜单："
0x1FC1D2E3664E	"失效"
0x1FC1D2E3664F	"检查系统是否正常或车辆与深圳富士伟业本田智能诊断程序之间的通信是否正常，然后再次尝试。"
0x1FC1D2E36650	"完成"
0x1FC1D2E36651	" 迎面来车检测"
0x1FC1D2E36652	" 前方车辆检测"
0x1FC1D2E36653	" 退出"
0x1FC1D2E36654	"该功能检查%s灯检测。"
0x1FC1D2E36655	"它需要%s灯光源。"
0x1FC1D2E36656	"准备好灯之后按下[确定]（确认）。"
0x1FC1D2E36657	"按照帮助屏幕中显示的内容，在120秒内照亮%s灯。"
0x1FC1D2E36658	"当自动远光灯（远光灯辅助系统）检测到%s光线时，深圳富士伟业本田智能诊断程序发出一声“哔哔”声。"
0x1FC1D2E36659	"剩余时间：%T"
0x1FC1D2E3665A	"按[确定]按钮以停止测试。"
0x1FC1D2E3665B	"系统正常"
0x1FC1D2E3665C	"自动远光灯（远光灯辅助系统）正确检测到%s光源。"
0x1FC1D2E3665D	"超时"
0x1FC1D2E3665E	"测试期间，自动远光灯（远光灯辅助系统）未识别出%s光源。"
0x1FC1D2E3665F	"如果多次出现相同结果，则系统可能有故障。"
0x1FC1D2E36660	"测试已失败"
0x1FC1D2E36661	"检查系统是否正常或车辆与深圳富士伟业本田智能诊断程序之间的通信是否正常，然后再次尝试。"
0x1FC1D2E36662	"自动远光灯（远光灯辅助系统）故障测试"
0x1FC1D2E36663	"迎面来车"
0x1FC1D2E36664	"前方车辆"
0x1FC1D2E36665	"白色"
0x1FC1D2E36666	"红色"
0x1FC1D2E36667	"关闭点火开关。"
0x1FC1D2E36668	"打开点火开关。"
0x1FC1D2E36669	"BI压力"
0x1FC1D2E3666A	"搭扣"
0x1FC1D2E3666B	"制动开关B"
0x1FC1D2E3666C	"制动开关信号"
0x1FC1D2E3666D	"智能钥匙进入遥控器系统"
0x1FC1D2E3666E	"TMU制动电磁阀信号"
0x1FC1D2E3666F	"制动踏板位置开关B"
0x1FC1D2E36670	"常闭制动开关"
0x1FC1D2E36671	"定速巡航制动开关/怠速停止开关"
0x1FC1D2E36672	"定速巡航制动开关/怠速停止开关"
0x1FC1D2E36673	"制动开关信号（常闭）"
0x1FC1D2E36674	"制动开关信号（常闭）"
0x1FC1D2E36675	"制动开关信号"
0x1FC1D2E36676	"制动开关信号"
0x1FC1D2E36677	"制动开关信号"
0x1FC1D2E36678	"制动开关信号"
0x1FC1D2E36679	"制动开关信号"
0x1FC1D2E3667A	"制动踏板位置开关"
0x1FC1D2E3667B	"制动开关"
0x1FC1D2E3667C	"制动开关信号"
0x1FC1D2E3667D	"制动开关信号"
0x1FC1D2E3667E	"制动踏板位置开关A"
0x1FC1D2E3667F	"BK标记"
0x1FC1D2E36680	"已松开制动踏板"
0x1FC1D2E36681	"熄灭"
0x1FC1D2E36682	"闪烁"
0x1FC1D2E36683	"传感器堵塞"
0x1FC1D2E36684	"堵塞"
0x1FC1D2E36685	"堵塞历史存在"
0x1FC1D2E36686	"F块信息"
0x1FC1D2E36687	"阻止"
0x1FC1D2E36688	"0V"
0x1FC1D2E36689	"1V"
0x1FC1D2E3668A	"14V"
0x1FC1D2E3668B	"15V"
0x1FC1D2E3668C	"空调鼓风机电压"
0x1FC1D2E3668D	"鼓风机电机"
0x1FC1D2E3668E	"制动踏板开关1状态"
0x1FC1D2E3668F	"制动踏板开关2状态"
0x1FC1D2E36690	"怠速停止开关状态"
0x1FC1D2E36691	"制动开关"
0x1FC1D2E36692	"制动灯开关状态"
0x1FC1D2E36693	"BM（蓄电池模块）"
0x1FC1D2E36694	"亮起5秒钟"
0x1FC1D2E36695	"该模式清除免钥匙蜂鸣器的功能。\n 检测仪将指令控制单元操作蜂鸣器。"
0x1FC1D2E36696	"免钥匙蜂鸣器"
0x1FC1D2E36697	"%T操作"
0x1FC1D2E36698	"该模式检查行李舱灯的点亮情况。\n检测仪将命令控制单元打开该灯。"
0x1FC1D2E36699	"行李舱灯"
0x1FC1D2E3669A	"%T照明"
0x1FC1D2E3669B	"该模式检查前部除霜器的驱动。\n检测仪将指令控制单元驱动前部除霜器。"
0x1FC1D2E3669C	"前部除霜器"
0x1FC1D2E3669D	"%T操作"
0x1FC1D2E3669E	"关闭"
0x1FC1D2E3669F	"前部面板检查"
0x1FC1D2E366A0	"密码清除"
0x1FC1D2E366A1	"驾驶员侧电动车窗的重新设置"
0x1FC1D2E366A2	"调整菜单"
0x1FC1D2E366A3	"助手席侧电动车窗的重新设置"
0x1FC1D2E366A4	"左后电动车窗重新设置"
0x1FC1D2E366A5	"右后电动车窗重新设置"
0x1FC1D2E366A6	"该模式检查前显示器面板的照明。\n检测仪指令前显示器面板模块进行驱动。"
0x1FC1D2E366A7	"该模式通过电动座椅控制单元检查车上驾驶员侧的电动座椅功能。\n检测仪指令电动座椅控制单元驱动驾驶员侧电动座椅。"
0x1FC1D2E366A8	"TFT-LCD背光（有导航）- 打开5秒钟"
0x1FC1D2E366A9	"记忆位置1指示器"
0x1FC1D2E366AA	"LCD部分（无导航）- 打开5秒钟"
0x1FC1D2E366AB	"记忆位置2指示器"
0x1FC1D2E366AC	"副显示字段型LCD - 打开5秒钟"
0x1FC1D2E366AD	"滑动电机 - 完全向前"
0x1FC1D2E366AE	" <退出>"
0x1FC1D2E366AF	"滑动电机 - 完全向后"
0x1FC1D2E366B0	"前部上下电机 - 完全向上"
0x1FC1D2E366B1	"前部上下电机 - 完全向下"
0x1FC1D2E366B2	"后部上下电机 - 完全向上"
0x1FC1D2E366B3	"后部上下电机 - 完全向下"
0x1FC1D2E366B4	"倾斜电机 - 完全向前"
0x1FC1D2E366B5	"倾斜电机 - 完全向后"
0x1FC1D2E366B6	"存储器蜂鸣器"
0x1FC1D2E366B7	"停止"
0x1FC1D2E366B8	" <退出>"
0x1FC1D2E366B9	"面板显示"
0x1FC1D2E366BA	"驾驶员电动座椅"
0x1FC1D2E366BB	"该测试失败。"
0x1FC1D2E366BC	"检查系统是否正常，并再次尝试。"
0x1FC1D2E366BD	"本车不支持该功能。"
0x1FC1D2E366BE	"驾驶员车门后视镜 - 完全上升"
0x1FC1D2E366BF	"驾驶员车门后视镜 - 完全下降"
0x1FC1D2E366C0	"驾驶员车门后视镜 - 完全左转"
0x1FC1D2E366C1	"驾驶员车门后视镜 - 完全右转"
0x1FC1D2E366C2	"乘客车门后视镜 - 完全上升"
0x1FC1D2E366C3	"乘客车门后视镜 - 完全下降"
0x1FC1D2E366C4	"乘客车门后视镜 - 完全左转"
0x1FC1D2E366C5	"乘客车门后视镜 - 完全右转"
0x1FC1D2E366C6	"头枕电机"
0x1FC1D2E366C7	"电动后视镜"
0x1FC1D2E366C8	"<退出>"
0x1FC1D2E366C9	"停止。"
0x1FC1D2E366CA	"该模式检查车辆上的电动后视镜驱动情况，这些车辆装备有电动后视镜记忆控制电动座椅控制单元。检测仪指令电动座椅控制单元驱动后视镜。\n注意\n 如果您起动该功能测试来激活后视镜，在您选择“停止”之前，此项测试不会停止。\n在您完成该检查操作后，选择“停止”。"
0x1FC1D2E366CB	"左电动后视镜 - 完全向上"
0x1FC1D2E366CC	"左电动后视镜 - 完全向下"
0x1FC1D2E366CD	"左电动后视镜 - 完全向右"
0x1FC1D2E366CE	"左电动后视镜 - 完全向左"
0x1FC1D2E366CF	"右电动后视镜 - 完全向上"
0x1FC1D2E366D0	"右电动后视镜 - 完全向下"
0x1FC1D2E366D1	"右电动后视镜 - 完全向左"
0x1FC1D2E366D2	"右电动后视镜 - 完全向右"
0x1FC1D2E366D3	"向下倾斜"
0x1FC1D2E366D4	"向上倾斜"
0x1FC1D2E366D5	"停止"
0x1FC1D2E366D6	" <退出>"
0x1FC1D2E366D7	"电动后视镜"
0x1FC1D2E366D8	"该模式检查转向柱电机的驱动。"
0x1FC1D2E366D9	"转向柱倾斜电机 - 完全直立"
0x1FC1D2E366DA	"转向柱倾斜电机-完全直立位置"
0x1FC1D2E366DB	"转向柱倾斜电机 - 完全放倒"
0x1FC1D2E366DC	"转向柱倾斜电机-完全放倒位置"
0x1FC1D2E366DD	"转向柱伸缩电机 - 完全拉起"
0x1FC1D2E366DE	"转向柱伸缩电机-完全拉起位置"
0x1FC1D2E366DF	"转向柱伸缩电机 - 完全压下"
0x1FC1D2E366E0	"转向柱伸缩电机-完全压下位置"
0x1FC1D2E366E1	"转向柱电机"
0x1FC1D2E366E2	"电瓶管理调查信息（5）"
0x1FC1D2E366E3	"蓄电池管理调查信息（5）"
0x1FC1D2E366E4	"BM（蓄电池模块）容量"
0x1FC1D2E366E5	"BM（蓄电池模块）单元高"
0x1FC1D2E366E6	"BM（蓄电池模块）单元过载"
0x1FC1D2E366E7	"BM（蓄电池模块）单元温度"
0x1FC1D2E366E8	"BM（蓄电池模块）风扇快速档"
0x1FC1D2E366E9	"BM（蓄电池模块）风扇慢速档"
0x1FC1D2E366EA	"BM（蓄电池模块）高"
0x1FC1D2E366EB	"单个BM（蓄电池模块）"
0x1FC1D2E366EC	"BM（蓄电池模块）温度"
0x1FC1D2E366ED	"BM（蓄电池模块）温度传感器"
0x1FC1D2E366EE	"BM温度S1"
0x1FC1D2E366EF	"BM温度S2"
0x1FC1D2E366F0	"BM温度S3"
0x1FC1D2E366F1	"BM（蓄电池模块）电压（VES）"
0x1FC1D2E366F2	"BM（蓄电池模块）电压"
0x1FC1D2E366F3	"发动机转速"
0x1FC1D2E366F4	"涡轮增压器增压控制状态"
0x1FC1D2E366F5	"电荷泵电压"
0x1FC1D2E366F6	"增压压力"
0x1FC1D2E366F7	"增压压力控制"
0x1FC1D2E366F8	"增压传感器"
0x1FC1D2E366F9	"启动软件编号01"
0x1FC1D2E366FA	"启动软件编号02"
0x1FC1D2E366FB	"启动软件编号03"
0x1FC1D2E366FC	"启动软件编号04"
0x1FC1D2E366FD	"双测试"
0x1FC1D2E366FE	"两个后轮"
0x1FC1D2E366FF	"DTC底部"
0x1FC1D2E36700	"熄灭"
0x1FC1D2E36701	"VGS执行器驱动部分最终输出值"
0x1FC1D2E36702	"涡轮增压压力超出范围"
0x1FC1D2E36703	"涡轮增压压力执行器正常"
0x1FC1D2E36704	"高压蓄电池模块容量"
0x1FC1D2E36705	"燃料电池旁通模式发电请求状态"
0x1FC1D2E36706	"制动助力器压力传感器（A）电压"
0x1FC1D2E36707	"制动助力器压力传感器（A）电压"
0x1FC1D2E36708	"制动助力器压力传感器（A）"
0x1FC1D2E36709	"制动助力器压力传感器（A）"
0x1FC1D2E3670A	"制动助力器压力传感器（B）电压"
0x1FC1D2E3670B	"制动助力器压力传感器（B）"
0x1FC1D2E3670C	"本车不支持该功能。"
0x1FC1D2E3670D	"助手席侧电动车窗的重新设置"
0x1FC1D2E3670E	"该功能重新设置电动车窗控制单元。\n清除助手席侧车窗位置。"
0x1FC1D2E3670F	"助手席侧车窗记忆位置已被清除。"
0x1FC1D2E36710	"仅用前排乘客侧开关使前排乘客侧车窗一直向下移动。\n\n这做到了吗？"
0x1FC1D2E36711	"用前排乘客侧开关使前排乘客侧车窗一直向上移动。\n\n当车窗到达顶部后，按住前排乘客侧车窗开关“向上”位置2秒钟。\n\n这样执行了吗？"
0x1FC1D2E36712	"电动车窗控制单元已重新设置。"
0x1FC1D2E36713	"重新设置电动车窗控制单元失败。\n再次执行重新设置程序。"
0x1FC1D2E36714	"此模式检查位置记忆座椅指示器的照明。\n检测仪将指令电动座椅单元驱动电动座椅位置记忆指示器。"
0x1FC1D2E36715	"位置记忆座椅指示器"
0x1FC1D2E36716	"驾驶员1位置"
0x1FC1D2E36717	"驾驶员2位置"
0x1FC1D2E36718	"停止"
0x1FC1D2E36719	" <退出>"
0x1FC1D2E3671A	"该模式检查天窗的驱动。\n 检测仪将指令控制单元操作天窗。"
0x1FC1D2E3671B	"天窗"
0x1FC1D2E3671C	"天窗打开"
0x1FC1D2E3671D	"天窗关闭"
0x1FC1D2E3671E	"关闭"
0x1FC1D2E3671F	" <退出>"
0x1FC1D2E36720	"该模式检查安全指示器的照明。\n 检测仪将指令安全指示器打开。"
0x1FC1D2E36721	"安全指示器"
0x1FC1D2E36722	"打开3秒钟"
0x1FC1D2E36723	"该功能重新设置电动车窗控制单元。\n清除左后侧车窗位置。"
0x1FC1D2E36724	"左后侧车窗记忆位置已被清除。"
0x1FC1D2E36725	"用左后侧开关把左后侧的车窗一直向下移动。\n\n是否已完成以上步骤？"
0x1FC1D2E36726	"用左后侧开关把左后侧的车窗一直向上移动。\n\n当车窗到达顶部后，按住左后侧车窗开关向上位置2秒钟。\n\n是否已完成以上步骤？"
0x1FC1D2E36727	"电动车窗控制单元已重新设置。"
0x1FC1D2E36728	"本车不支持该功能"
0x1FC1D2E36729	"重新设置电动车窗控制单元失败。\n再次执行重新设置程序。"
0x1FC1D2E3672A	"该功能重新设置电动车窗控制单元。\n清除右后侧车窗位置。"
0x1FC1D2E3672B	"右后侧车窗记忆位置已被清除。"
0x1FC1D2E3672C	"用右后侧开关把右后侧的车窗一直向下移动。\n\n是否已完成以上步骤？"
0x1FC1D2E3672D	"用右后侧开关把右后侧的车窗一直向上移动。\n\n当车窗到达顶部后，按住右后侧车窗开关向上位置2秒钟。\n\n是否已完成以上步骤？"
0x1FC1D2E3672E	"电动车窗控制单元已重新设置。"
0x1FC1D2E3672F	"本车不支持该功能"
0x1FC1D2E36730	"重新设置电动车窗控制单元失败。\n再次执行重新设置程序。"
0x1FC1D2E36731	"增压压力"
0x1FC1D2E36732	"增压压力传感器输出电压"
0x1FC1D2E36733	"BPS关闭"
0x1FC1D2E36734	"BPS打开"
0x1FC1D2E36735	"正在测试中..."
0x1FC1D2E36736	"如果您想停止测试或测试已结束，按下[确定]键。"
0x1FC1D2E36737	"PTG驱动电机 - 完全打开"
0x1FC1D2E36738	"PTG驱动电机 - 完全关闭"
0x1FC1D2E36739	"PTG离合器释放"
0x1FC1D2E3673A	"PTG释放锁销电机 - 打开"
0x1FC1D2E3673B	"PTG释放锁销电机 - 关闭"
0x1FC1D2E3673C	"PTL驱动电机 - 完全打开"
0x1FC1D2E3673D	"PTL驱动电机 - 完全关闭"
0x1FC1D2E3673E	"PTL离合器释放"
0x1FC1D2E3673F	"PTL释放电机 - 打开"
0x1FC1D2E36740	"PTL释放电机 - 关闭"
0x1FC1D2E36741	"BP传感器"
0x1FC1D2E36742		"本田BR-V(BR-V)"
0x1FC1D2E36743	"制动压力"
0x1FC1D2E36744	"刹车控制系统(BS)"
0x1FC1D2E36745	"ACC制动（制动执行器）"
0x1FC1D2E36746	"制动器A负荷"
0x1FC1D2E36747	"制动F/S"
0x1FC1D2E36748	"制动液"
0x1FC1D2E36749	"制动液位开关"
0x1FC1D2E3674A	"制动指示器"
0x1FC1D2E3674B	"刹车灯"
0x1FC1D2E3674C	"制动P档"
0x1FC1D2E3674D	"制动踏板"
0x1FC1D2E3674E	"RDM历史数据1：自动取消 - 制动踏板"
0x1FC1D2E3674F	"RDM历史数据2：自动取消 - 制动踏板"
0x1FC1D2E36750	"RDM历史数据3：自动取消 - 制动踏板"
0x1FC1D2E36751	"RDM历史数据4：自动取消 - 制动踏板"
0x1FC1D2E36752	"制动压力2"
0x1FC1D2E36753	"制动电磁阀"
0x1FC1D2E36754	"制动开关"
0x1FC1D2E36755	"制动开关故障"
0x1FC1D2E36756	"制动（常闭）开关"
0x1FC1D2E36757	"制动开关（常开）"
0x1FC1D2E36758	"制动开关"
0x1FC1D2E36759	"制动开关"
0x1FC1D2E3675A	"制动开关1"
0x1FC1D2E3675B	"制动开关2"
0x1FC1D2E3675C	"制动扭矩"
0x1FC1D2E3675D	"制动F/S"
0x1FC1D2E3675E		"本田BRIO(BRIO)"
0x1FC1D2E3675F		"本田BRIO AMAZE(BRIO AMAZE)"
0x1FC1D2E36760		"本田BRIO 柴油版(BRIO DIESEL)"
0x1FC1D2E36761	"刹车(BC)"
0x1FC1D2E36762	"BRK"
0x1FC1D2E36763	"BBP传感器"
0x1FC1D2E36764	"BBP传感器"
0x1FC1D2E36765	"TSA制动诊断信号"
0x1FC1D2E36766	"TSA继电器与制动灯之间的监控状态"
0x1FC1D2E36767	"TSA制动灯继电器"
0x1FC1D2E36768	"BRKGRD1"
0x1FC1D2E36769	"BRKGRD2"
0x1FC1D2E3676A	"BRKGRD3"
0x1FC1D2E3676B	"BRKGRD4"
0x1FC1D2E3676C	"BRKGRD5"
0x1FC1D2E3676D	"BRKMSG1"
0x1FC1D2E3676E	"BRKMSG2"
0x1FC1D2E3676F	"BRKMSG3"
0x1FC1D2E36770	"BRKMSG4"
0x1FC1D2E36771	"BRKMSG5"
0x1FC1D2E36772	"至TSA继电器的指令状态"
0x1FC1D2E36773	"制动开关（常闭）"
0x1FC1D2E36774	"制动开关（常闭）"
0x1FC1D2E36775	"制动开关"
0x1FC1D2E36776	"制动开关"
0x1FC1D2E36777	"制动开关"
0x1FC1D2E36778	"制动开关"
0x1FC1D2E36779	"制动警告灯状态"
0x1FC1D2E3677A	"制动系统菜单"
0x1FC1D2E3677B	"制动器状态"
0x1FC1D2E3677C	"制动压力"
0x1FC1D2E3677D	"制动压力2"
0x1FC1D2E3677E	"制动开关"
0x1FC1D2E3677F	"浏览"
0x1FC1D2E36780	"该模式检查当雨量传感器探测到雨量时刮水器是否启动。"
0x1FC1D2E36781	"检测仪向雨量传感器模块发出输出的指令。"
0x1FC1D2E36782	"自动刮水器"
0x1FC1D2E36783	"间歇刮水一次"
0x1FC1D2E36784	"高速刮水5秒钟"
